,Unnamed: 0,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid
2843,2843,FAAIX62000001581,G1M2R9,04-05-2019 00:00,Kerala,Malappuram,Beauty and Grooming,Women's Personal Hygiene,4.4,1,379,404.42,18%,Tier_2,0,7,V,Yes,No
2844,2844,FABLVJ2000000110,G1M2R9,25-07-2019 00:00,Kerala,Malappuram,Beauty and Grooming,Body & Face Skin Care,4,1,264,319.08,18%,Tier_2,0,21,Zenvista,No,No
2845,2845,FABMUH2000009932,G1M2R9,25-07-2019 00:00,Kerala,Malappuram,Beauty and Grooming,Beauty and Grooming,4.1,1,179,217.1,18%,Tier_2,0,22,Panchkarma,No,No
2846,2846,FABJEK2000044418,G1M2R9,22-10-2019 00:00,Puducherry,Puducherry,Clothing and Accessories,Topwear,3.8,1,311,311,5%,Tier_2,0,0,Maniac,No,No
2847,2847,FABYV52000517717,G1M2R9,02-11-2019 00:00,Kerala,Poolacode,Beauty and Grooming,Body & Face Skin Care,4.2,1,323,323,18%,Tier 3,0,0,Veet,No,No
2848,2848,FAA4HZ2000108432,G1M2R9,02-11-2019 00:00,Kerala,Poolacode,Beauty and Grooming,Hair Care and Accessory,4.5,1,233,233,18%,Tier 3,0,0,Cenizas,No,No
2849,2849,FACJYW2000048666,G1M2R9,02-02-2020 00:00,Karnataka,Bengaluru,Home & Kitchen,Pens & Stationery,4.1,1,611,661.49,18%,Tier_1,0,9,3D,No,No
2850,2850,FAAAAB2007182765,G1M2R9,16-02-2020 00:00,Karnataka,Bengaluru,Footwear,Women's Footwear,4.3,1,2099,2099,18%,Tier_1,0,0,Puma,No,No
2851,2851,FACOUE2000019093,G1M2R9,02-03-2020 00:00,Kerala,Malappuram,Pens & Stationery,"Bags, Wallets & Belts",3.6,1,535,535,5%,Tier_2,0,0,Bluwings,No,No
2852,2852,FADZYJ2100284919,G1M2R9,06-07-2020 00:00,Kerala,Malappuram,Audio & Video,Headphones,4.3,1,439,464,18%,Tier_2,4,10,boAt,No,1st Wave
2853,2853,FAFO7Z2204386893,G1M2R9,20-09-2021 00:00,Karnataka,Bengaluru,Home Lighting,Utility Lighting,4.2,1,1039,1039,18%,Tier_1,0,0,WIPRO,No,No
2854,2854,FABUTH2000040973,G1M2R10,17-01-2020 00:00,Kerala,Anakkayam,Health Care,Health Supplements,4.4,1,308,360.68,12%,Tier 3,0,18,Patanjali,No,No
2855,2855,FACCHK2000016486,G1M2R10,21-01-2020 00:00,Kerala,Anakkayam,Mobiles & Accessories,Mobile Accessories,4,1,175,175,18%,Tier 3,23,23,Knotyy,Yes,No
2856,2856,FADA352000003239,G1M2R10,28-01-2020 00:00,Kerala,Anakkayam,Health Care,Home Medicines,4.2,1,416,482,0%,Tier 3,0,16,Patanjali,No,No
2857,2857,FAAWJR2000593814,G1M2R10,03-02-2020 00:00,Kerala,Anakkayam,Footwear,Men's Footwear,4.2,1,2199,2199,18%,Tier 3,0,0,Puma,No,No
2858,2858,FAAAWR2006251595,G1M2R10,08-02-2020 00:00,Kerala,Anakkayam,Automotive Accessories,Vehicle Utility Accessories,3.4,1,169,162,12%,Tier 3,28,24,Bluedrum,No,No
2859,2859,FAA0UP2000314415,G1M2R10,14-02-2020 00:00,Kerala,Anakkayam,Clothing and Accessories,Topwear,3.7,1,369,369,5%,Tier 3,0,0,Maniac,No,No
2860,2860,FAAH022000036134,G1M2R10,27-02-2020 00:00,Kerala,Anakkayam,Mobiles & Accessories,Mobile Accessories,4.4,1,165,197.14,12%,Tier 3,0,20,Sciforce,No,No
2861,2861,FAA5X72100003846,G1M2R10,19-06-2020 00:00,Kerala,Anakkayam,Pens & Stationery,Pens & Stationery,4.4,1,285,343.04,12%,Tier 3,0,21,Sakura,No,1st Wave
2862,2862,FAAFYU2100023690,G1M2R10,02-07-2020 00:00,Kerala,Anakkayam,Exercise & Fitness,Yoga,4,1,591,635.07,18%,Tier 3,0,8,Alaska,No,1st Wave
2863,2863,FAAA562100002884,G1M2R10,17-07-2020 00:00,Kerala,Anakkayam,Home Decor,Showpieces & Decor Accents,4.3,1,150,150,12%,Tier 3,0,0,Gift,No,1st Wave
2864,2864,FAFMU92100000044,G1M2R10,09-12-2020 00:00,Kerala,Anakkayam,Audio & Video,Headphones,4,1,799,799,18%,Tier 3,0,0,Skullcandy,No,No
2865,2865,FABYV52100449229,G1M2R10,20-01-2020 00:00,Kerala,Anakkayam,Mobiles & Accessories,Mobiles,4.3,1,6999,6999,18%,Tier 3,0,0,POCO,Yes,No
2866,2866,FAD50P2100222767,G1M2R10,20-01-2020 00:00,Kerala,Anakkayam,Mobiles & Accessories,Mobile Accessories,4.3,1,229,189,18%,Tier 3,18,0,Flipkart,Yes,No
2867,2867,FACR9H2100003547,G1M2R10,09-03-2021 00:00,Kerala,Anakkayam,Clothing and Accessories,Winter Wear,4.1,1,999,999,5%,Tier 3,0,0,Print,No,No
2868,2868,FACFB22200002418,G1M2R10,09-04-2021 00:00,Karnataka,Bengaluru,Health Care,Home Medical Supplies,3.8,1,249,249,5%,Tier_1,0,0,IMPULSE,No,2nd Wave
2869,2869,FAD8YR2200000337,G1M2R10,09-04-2021 00:00,Karnataka,Bengaluru,Health & Personal Care Appliances,Health Care,4.2,1,189,179,18%,Tier_1,6,0,CLEAN,No,2nd Wave
2870,2870,FAE2002200000756,G1M2R10,09-04-2021 00:00,Kerala,Anakkayam,Health & Personal Care Appliances,Health Care,4.4,1,1299,1299,12%,Tier 3,0,0,Dr.,No,2nd Wave
2871,2871,FAEW762200078371,G1M2R10,01-05-2021 00:00,Karnataka,Bengaluru,Clothing and Accessories,Bottomwear,3.9,1,639,639,5%,Tier_1,0,0,MAX,No,2nd Wave
2872,2872,FAAF862200006249,G1M2R10,01-05-2021 00:00,Karnataka,Bengaluru,Clothing and Accessories,Clothing Accessories,4,1,393,421.76,5%,Tier_1,10,17,ZACHARIAS,No,2nd Wave
2873,2873,FAEQED2200002475,G1M2R10,05-05-2021 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,3.2,1,999,999,18%,Tier_1,0,0,JBL,Yes,2nd Wave
2874,2874,FAEW762200094907,G1M2R10,05-05-2021 00:00,Karnataka,Bengaluru,Clothing and Accessories,Bottomwear,4.8,1,799,799,5%,Tier_1,0,0,MAX,Yes,2nd Wave
2875,2875,FAETLP2202005547,G1M2R10,12-06-2021 00:00,Karnataka,Bengaluru,Footwear,Men's Footwear,4.3,1,1319,1253,18%,Tier_1,6,0,REEBOK,No,No
2876,2876,FAB1UC2200008374,G1M2R10,23-06-2021 00:00,Karnataka,Bengaluru,Exercise & Fitness,Fitness Accessories,4,1,155,155,18%,Tier_1,0,0,Neulife,No,No
2877,2877,FAB3JG2000012312,G1M2R11,01-06-2019 00:00,Kerala,Malappuram,Footwear,Men's Footwear,3.8,1,449,496.62,5%,Tier_2,0,11,GSTM,Yes,No
2878,2878,FAB3HI2000042710,G1M2R11,25-08-2019 00:00,Kerala,Malappuram,Clothing and Accessories,Automotive Accessories,3.7,1,307,362.24,5%,Tier_2,0,18,ISH&ANSH,No,No
2879,2879,FAAA922000156074,G1M2R11,28-08-2019 00:00,Kerala,Malappuram,Home Furnishing,Bed Linen & Blankets,3.5,1,267,309.86,5%,Tier_2,0,17,Sheethub,No,No
2880,2880,FAEPXM2200005177,G1M2R11,01-05-2021 00:00,Kerala,Malappuram,Home Furnishing,Bed Linen & Blankets,3.4,1,412,450.1,5%,Tier_2,0,10,Jaipur,No,2nd Wave
2881,2881,FAE1R42200003927,G1M2R11,01-05-2021 00:00,Kerala,Malappuram,Home Furnishing,Bed Linen & Blankets,3.7,2,534,638.76,5%,Tier_2,0,20,SUJATA,No,2nd Wave
2882,2882,FABUTH2000042660,G1M2R12,26-01-2020 00:00,Kerala,Anakkayam,Health Care,Health Supplements,4.4,1,308,360.38,12%,Tier 3,0,18,Patanjali,No,No
2883,2883,FABUTH2000044173,G1M2R12,03-02-2020 00:00,Kerala,Anakkayam,Health Care,Health Supplements,4.4,1,612,664.68,12%,Tier 3,0,9,Patanjali,No,No
2884,2884,FABUTH2000048916,G1M2R12,25-02-2020 00:00,Kerala,Anakkayam,Health Care,Home Medical Supplies,4.4,1,557,603.43,12%,Tier 3,0,9,Patanjali,No,No
2885,2885,FADUEU2000002482,G1M2R12,28-02-2020 00:00,Kerala,Anakkayam,Mobiles & Accessories,Mobile Accessories,5,1,799,799,18%,Tier 3,0,0,Dream2Cool,No,No
2886,2886,FACO0I2100000802,G1M2R12,23-04-2020 00:00,Kerala,Anakkayam,Health Care,Health Supplements,4.4,1,355,413.04,12%,Tier 3,0,17,Patanjali,No,1st Wave
2887,2887,FABUTH2100002070,G1M2R12,26-04-2020 00:00,Kerala,Anakkayam,Health Care,Home Medical Supplies,4.4,1,557,603.43,12%,Tier 3,0,9,Patanjali,No,1st Wave
2888,2888,FABNPV2100002793,G1M2R12,18-05-2020 00:00,Kerala,Anakkayam,Health Care,Home Medicines,4.2,1,429,479,18%,Tier 3,0,12,Patanjali,No,1st Wave
2889,2889,FADY932100039573,G1M2R12,31-05-2020 00:00,Kerala,Anakkayam,Health & Personal Care Appliances,Personal Care Appliances,4.2,1,1449,1449,18%,Tier 3,0,0,Syska,No,1st Wave
2890,2890,FABNPV2100012194,G1M2R12,25-06-2020 00:00,Kerala,Anakkayam,Health Care,Home Medicines,4.2,1,429,479,18%,Tier 3,0,12,Patanjali,Yes,1st Wave
2891,2891,FADS8F2100000009,G1M2R12,24-07-2020 00:00,Kerala,Anakkayam,Beauty and Grooming,Bath & Shower,3.8,1,307,362.08,18%,Tier 3,0,18,Vihado,No,1st Wave
2892,2892,FACSRS2100028816,G1M2R12,24-07-2020 00:00,Kerala,Anakkayam,Beauty and Grooming,Body & Face Skin Care,4.3,2,878,878,18%,Tier 3,0,0,Mamaearth,No,1st Wave
2893,2893,FADZXF2101082540,G1M2R12,12-09-2020 00:00,Kerala,Anakkayam,Computers,Laptop Accessories,3.8,1,699,699,18%,Tier 3,0,0,HP,No,1st Wave
2894,2894,FAC1J82100010725,G1M2R12,02-11-2020 00:00,Kerala,Anakkayam,Health Care,Home Medicines,4,1,309,362.57,18%,Tier 3,0,18,Patanjali,Yes,No
2895,2895,FADSJ82200009102,G1M2R12,07-09-2021 00:00,Kerala,Anakkayam,Health Care,Health Supplements,4.3,1,699,699,18%,Tier 3,0,0,Himalayan,No,No
2896,2896,FAHZIB2200001343,G1M2R12,11-09-2021 00:00,Kerala,Anakkayam,Health Care,Health Supplements,4.1,1,699,699,18%,Tier 3,0,0,Floral,Yes,No
2897,2897,FACE422200008457,G1M2R12,20-09-2021 00:00,Kerala,Anakkayam,Health Care,Beauty and Grooming,4.3,1,269,302.9,18%,Tier 3,0,13,CF,No,No
2898,2898,OD121438495929821000,G1M1R1,04-04-2021 00:00,Karnataka,Bengaluru,Clothing and Accessories,Bottomwear,4,1,688,688,5%,Tier_1,0,0,KILLER,No,2nd Wave
2899,2899,OD121940069830236000,G1M1R1,01-06-2021 00:00,Karnataka,Bengaluru,Audio & Video,Headphones,3.8,1,1499,1499,18%,Tier_1,0,0,JBL,No,2nd Wave
2900,2900,OD116420248711962000 ,G1M1R2,01-09-2019 00:00,Uttar Pradesh,Prayagraj,Beauty and Grooming,Body & Face Skin Care,4.1,1,278,312,18%,Tier_2,0,13,Cipla,No,No
2901,2901,OD116956077620253000 ,G1M1R2,02-11-2019 00:00,Uttar Pradesh,Prayagraj,Beauty and Grooming,Hair Care and Accessory,4.2,1,365,390,18%,Tier_2,0,7,Abbott,No,No
2902,2902,OD117265827841707000 ,G1M1R2,08-12-2019 00:00,Uttar Pradesh,Prayagraj,Food Products,Confectionery Products,4.2,1,120,140,12%,Tier_2,0,17,Mahak,No,No
2903,2903,OD119228708282674000 ,G1M1R2,02-07-2020 00:00,Uttar Pradesh,Prayagraj,Festive Decor & Gifting,Festive Gifts,4.3,1,239,279,0%,Tier_2,0,17,PDR,No,1st Wave
2904,2904,OD119229010962547000 ,G1M1R2,22-07-2020 00:00,Uttar Pradesh,Prayagraj,Festive Decor & Gifting,Festive Gifts,4.2,1,239,279,0%,Tier_2,0,17,Phirki,No,1st Wave
2905,2905,OD120841564509821000 ,G1M1R2,25-01-2021 00:00,Uttar Pradesh,Prayagraj,Food Products,Food Products,4.1,1,149,149,5%,Tier_2,0,0,Pintola,Yes,No
2906,2906,OD121905399228718000,G1M1R2,28-05-2021 00:00,Uttar Pradesh,Prayagraj,"Kitchen, Cookware & Serveware",Bakeware,4.2,1,219,219,18%,Tier_2,0,0,BMT,No,2nd Wave
2907,2907,OD117794352444903000,G1M1R3,07-02-2020 00:00,Uttar Pradesh,Prayagraj,Mobiles & Accessories,Mobiles,4.3,1,6999,6999,12%,Tier_2,0,0,Redmi,No,No
2908,2908,OD220099027448217000,G1M1R3,31-10-2020 00:00,Uttar Pradesh,Prayagraj,Sports,Badminton,4,1,758,758,12%,Tier_2,0,0,Li-Ning,Yes,No
2909,2909,OD221803247310943000,G1M1R3,25-08-2021 00:00,Uttar Pradesh,Prayagraj,Computers,Laptops,4.5,1,62895,62895,18%,Tier_2,0,0,Acer,No,No
2910,2910,OD222677099348967000,G1M1R3,02-10-2019 00:00,Karnataka,Bengaluru,Footwear,Men's Footwear,4,1,1872,1872,18%,Tier_1,0,0,YONEX,Yes,No
2911,2911,OD222789933077487000,G1M1R3,08-09-2021 00:00,Karnataka,Bengaluru,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,1049,1049,18%,Tier_1,0,0,Mi,Yes,No
2912,2912,OD120228690183330000,G1M1R4,15-11-2020 00:00,Uttar Pradesh,Ghaziabad,Food Products,Flour and Sooji,4.5,2,750,686,0%,Tier_2,9,0,Aashirvaad,No,No
2913,2913,OD120228690183330000,G1M1R4,15-11-2020 00:00,Uttar Pradesh,Ghaziabad,Food Products,Pulses,4.3,1,90,1,0%,Tier_2,99,0,Kabuli,No,No
2914,2914,OD120228690183330000,G1M1R4,15-11-2020 00:00,Uttar Pradesh,Ghaziabad,Food Products,Flour and Sooji,4.3,1,70,37,0%,Tier_2,48,0,"Maida,",No,No
2915,2915,OD120523219470317000,G1M1R4,19-12-2020 00:00,Uttar Pradesh,Ghaziabad,Food Products,Flour and Sooji,4.5,2,750,670,0%,Tier_2,11,0,Fortune,No,No
2916,2916,OD222623158168284000,G1M1R4,19-08-2021 00:00,Uttar Pradesh,Ghaziabad,"Bags, Wallets & Belts",Luggage & Travel,4.4,1,2899,2899,18%,Tier_2,0,0,AMERICAN,Yes,No
2917,2917,OD117510029645873000,G1M1R5,05-01-2020 00:00,Uttar Pradesh,Prayagraj,Books,Books,4.3,1,190,190,0%,Tier_2,0,0,Human,No,No
2918,2918,OD120204653392008000,G1M1R5,12-11-2020 00:00,Uttar Pradesh,Prayagraj,Home & Kitchen,Kitchen Appliances,4.1,1,699,664,18%,Tier_2,6,0,Pigeon,Yes,No
2919,2919,OD119408079518609000,G1M1R5,12-08-2020 00:00,Uttar Pradesh,Prayagraj,Sports,Badminton,3.8,1,748,679,12%,Tier_2,10,0,Cosco,No,1st Wave
2920,2920,OD118656168729245000,G1M1R6,17-05-2020 00:00,Uttar Pradesh,Gorakhpur ,Audio & Video,Headphones,4.2,1,549,549,18%,Tier 3,0,0,boAt,No,1st Wave
2921,2921,OD119184905933506000 ,G1M1R6,17-07-2020 00:00,Uttar Pradesh,Gorakhpur ,Furniture,Wardrobes,3.8,1,1529,1529,18%,Tier 3,0,0,Continental,No,1st Wave
2922,2922,OD120905164069504000,G1M1R6,01-02-2021 00:00,Uttar Pradesh,Gorakhpur ,Computers,Laptop Accessories,4.2,1,649,616,18%,Tier 3,6,0,HP,Yes,No
2923,2923,OD121579022143753000 ,G1M1R6,20-04-2021 00:00,Uttar Pradesh,Gorakhpur ,Toys and Games,Toys and Games,4.2,1,226,265,12%,Tier 3,0,18,centy,No,2nd Wave
2924,2924,OD118840862291010000,G1M1R7,07-06-2020 00:00,Uttar Pradesh,Kanpur,Audio & Video,Headphones,4.4,1,1899,1899,18%,Tier_2,0,0,boAt,No,1st Wave
2925,2925,OD119486619612648000 ,G1M1R7,21-08-2020 00:00,Uttar Pradesh,Kanpur,Gaming,Gaming Accessories,4.4,1,1299,1299,18%,Tier_2,0,0,Cosmic,No,1st Wave
2926,2926,OD219652017427657000 ,G1M1R7,09-09-2020 00:00,Uttar Pradesh,Kanpur,Exercise & Fitness,Fitness Accessories,4.5,1,244,289,12%,Tier_2,0,19,ABaO,No,1st Wave
2927,2927,OD219652026038067000 ,G1M1R7,07-06-2020 00:00,Uttar Pradesh,Kanpur,Gaming,Gaming Accessories,4.4,1,1036,1073,18%,Tier_2,0,4,Dragon,No,1st Wave
2928,2928,OD221741641275361000 ,G1M1R7,07-06-2020 00:00,Uttar Pradesh,Kanpur,Exercise & Fitness,Fitness Accessories,4.4,1,898,898,12%,Tier_2,0,0,TIMA,No,1st Wave
2929,2929,OD221743202082388000,G1M1R7,07-06-2020 00:00,Uttar Pradesh,Kanpur,Pens & Stationery,Pens & Stationery,4.5,1,470,550,12%,Tier_2,0,18,Link,No,1st Wave
2930,2930,D002506837948723201,G1M1R8,05-04-2020 00:00,Karnataka,Bengaluru,Home Lighting,Utility Lighting,4.3,2,598,598,18%,Tier_1,0,0,Eveready,No,1st Wave
2931,2931,OD104499564024843000,G1M1R8,22-11-2020 00:00,Karnataka,Bengaluru,"Bags, Wallets & Belts",Handbags & Clutches,4.2,2,1733,1733,12%,Tier_1,0,0,Lavie,No,No
2932,2932,OD405015228642945000,G1M1R8,20-01-2020 00:00,Karnataka,Bengaluru,Computers,Storage,3.7,1,99,99,5%,Tier_1,0,0,Callmate,Yes,No
2933,2933,OD119781330574936000,G1M1R9,24-09-2020 00:00,Uttar Pradesh,Prayagraj,Footwear,Men's Footwear,4.8,1,1911,1811,18%,Tier_2,6,0,ADIDAS,No,1st Wave
2934,2934,OD119799102912713000,G1M1R9,26-09-2020 00:00,Uttar Pradesh,Prayagraj,Footwear,Men's Footwear,4.4,1,2859,2859,18%,Tier_2,0,0,REEBOK,No,1st Wave
2935,2935,OD119870607095213000,G1M1R9,05-10-2020 00:00,Uttar Pradesh,Prayagraj,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.5,1,1096,996,5%,Tier_2,10,0,Stylum,No,1st Wave
2936,2936,OD119886956842308000,G1M1R9,07-10-2020 00:00,Delhi,New Delhi,Clothing and Accessories,Winter Wear,4.3,1,328,328,5%,Tier_1,0,0,Provogue,No,1st Wave
2937,2937,OD119919626190910000 ,G1M1R9,10-10-2020 00:00,Delhi,New Delhi,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4,1,1020,962,5%,Tier_1,10,5,JFT,No,1st Wave
2938,2938,OD122952857396825000 ,G1M1R9,26-09-2021 00:00,Uttar Pradesh,Banda,Home Furnishing,Bed Linen & Blankets,4.1,1,595,595,5%,Tier 3,0,0,ANTILIY,No,No
2939,2939,OD219823477329440000,G1M1R9,29-09-2020 00:00,Delhi,New Delhi,Audio & Video,Speakers,4.3,1,1849,1799,18%,Tier_1,3,0,Portronics,No,1st Wave
2940,2940,OD119656596585580000,G3M1R6,09-10-2020 00:00,West Bengal,Ranghbaghi,"Bags, Wallets & Belts",Backpacks,4,1,1179,1179,18%,Tier 3,0,0,Books,No,1st Wave
2941,2941,OD222852318147337000,G3M1R7,15-09-2021 00:00,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4,1,699,699,5%,Tier_2,0,0,Nk,No,No
2942,2942,OD221527054196186000,G3M1R9,14-04-2021 00:00,Uttarakhand,Haridwar,Clothing and Accessories,Clothing Accessories,3.8,1,189,217,5%,Tier 3,7,22,ILU,Yes,2nd Wave
2943,2943,FAA40510573451839559,G3M2R1,05-08-2021 00:00,Karnataka,Tumkur,Food Products,"Dry Fruit, Nut & Seed",3.9,2,56,56,5%,Tier 3,0,0,Vedaka,No,No
2944,2944,FAA40595185279798728,G3M2R2,08-07-2019 00:00,Karnataka,Mysore,"Kitchen, Cookware & Serveware",Tablewear & Dinnerware,4.118336545,1,215,215,18%,Tier_2,0,0,Soogo,Yes,No
2945,2945,FAA40653331027201945,G3M2R2,13-06-2019 00:00,Karnataka,Mysore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,129,129,0%,Tier_2,0,0,Airtel,Yes,No
2946,2946,FAF89317440907807,G3M2R4,08-04-2020 00:00,Maharashtra,Pune,Books,Books,3.9,1,449.41,449.41,5%,Tier_1,0,0,John,No,1st Wave
2947,2947,FAF89317440907808,G3M2R4,08-04-2020 00:00,Maharashtra,Pune,Books,Books,4.118336545,1,212,212,5%,Tier_1,0,0,Queen,No,1st Wave
2948,2948,FAF01150134632670,G3M2R4,15-07-2020 00:00,Maharashtra,Pune,Books,Books,4.118336545,1,999,999,18%,Tier_1,0,0,Kindle,No,1st Wave
2949,2949,FAA40595389482361162,G3M2R6,28-09-2021 00:00,Telangana,Hyderabad,Food Products,Spice Powder and Masala,4.3,2,108,108,5%,Tier_1,0,0,Vedaka,No,No
2950,2950,FACPJU2200041506,G3M3R3,23-07-2021 00:00,Maharashtra,Pachora,Books,Books,4.8,1,125,125,0%,Tier 3,0,0,Word,No,No
2951,2951,FABFEF2100031757,G3M3R4,08-01-2020 00:00,Gujarat,Vapi,Footwear,Men's Footwear,4.3,1,899,899,5%,Tier 3,0,0,Campus,No,No
2952,2952,FAATR31900015881,G3M3R4,25-08-2020 00:00,Gujarat,Vapi,Watches,Wrist Watches,4.2,1,180,180,18%,Tier 3,0,0,Trend,No,1st Wave
2953,2953,FBCZSM2000089262,G3M3R4,28-10-2020 00:00,Gujarat,Vapi,Footwear,Men's Footwear,4.3,1,809,809,18%,Tier 3,5,5,Sparx,No,1st Wave
2954,2954,FACZC82000163410,G3M3R4,28-05-2020 00:00,Maharashtra,Nashik,Home Entertainment,Video Players & Accessories,4.118336545,1,699,764,18%,Tier_2,0,11,Gadget-Wagon,No,1st Wave
2955,2955,FAB0YX2100023485,G3M3R4,26-07-2020 00:00,Gujarat,Vapi,"Home,Cleaning &Bathroom Accessories",Cleaning Suppliers,4.8,1,1299,1299,18%,Tier 3,0,0,Spotzero,No,1st Wave
2956,2956,FABAIJ2000014723,G3M3R4,06-04-2021 00:00,Gujarat,Vapi,Audio & Video,Headphones,4.5,1,799,599,12%,Tier 3,26,0,Realme,No,2nd Wave
2957,2957,FADZZB2100289675,G3M3R4,07-04-2020 00:00,Gujarat,Vapi,Audio & Video,Headphones,4.3,1,699,699,18%,Tier 3,0,0,JBL,No,1st Wave
2958,2958,FAA0UD1800028364,G3M3R6,10-04-2019 00:00,Maharashtra,Nashik,Mobiles & Accessories,Mobile Accessories,4.1,1,338,338,18%,Tier_2,0,0,Spicesun,Yes,No
2959,2959,FAAYFL1800091776,G3M3R6,07-04-2020 00:00,Maharashtra,Nashik,Mobiles & Accessories,Mobile Accessories,4.2,1,470,470,18%,Tier_2,0,0,Unistuff,No,1st Wave
2960,2960,FABBOR2000013613,G3M3R7,19-11-2019 00:00,Maharashtra,Nashik,Computers,Laptop Accessories,4.2,1,890,890,18%,Tier_2,0,0,Redragon,No,No
2961,2961,FABKUF2000006695,G3M3R7,12-01-2019 00:00,Maharashtra,Nashik,Audio & Video,Headphones,4.4,1,1239,1297,18%,Tier_2,0,5,Audio,No,No
2962,2962,FAA6MI2200096510,G3M3R7,24-08-2021 00:00,Maharashtra,Nashik,Footwear,Men's Footwear,4.5,1,1043,1043,5%,Tier_2,0,0,CAMPUS,No,No
2963,2963,FAB41I2000013482,G3M3R7,14-10-2019 00:00,Maharashtra,Nashik,Clothing and Accessories,Topwear,4,1,279,279,5%,Tier_2,0,0,Maniac,Yes,No
2964,2964,FACR8Q2001218105,G3M3R8,29-09-2020 00:00,Maharashtra,Akola,Footwear,Men's Footwear,4.4,1,2079,2079,18%,Tier 3,0,0,ADIDAS,No,1st Wave
2965,2965,FAA0AZ1900133151,G3M3R9,10-04-2019 00:00,Daman & Diu,Daman,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,325,375,28%,Tier 3,0,0,PERFECT,Yes,No
2966,2966,FABB3Q2000180882,G3M3R9,02-02-2020 00:00,Daman & Diu,Daman,Home & Kitchen,Home Appliances,4.4,1,1620,1620,18%,Tier 3,0,0,Crompton,No,No
2967,2967,FABTGS1900016835,G3M3R9,10-04-2020 00:00,Daman & Diu,Daman,Clothing and Accessories,Lehenga Cholis,4.5,1,683,723,0%,Tier 3,0,6,niklufashion,No,1st Wave
2968,2968,FAB4F91900000154,G3M3R12,10-11-2019 00:00,Maharashtra,Nashik,Clothing and Accessories,Bottomwear,4.118336545,1,585,620,5%,Tier_2,0,6,Denim,No,No
2969,2969,FAC7XD2103049793,G3M4R1,10-12-2020 00:00,Andhra Pradesh,Nellore,Footwear,Men's Footwear,4.4,1,701,701,5%,Tier_2,0,0,United,No,No
2970,2970,FADZ1C2100154054,G3M4R1,18-12-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Chargers,4.2,1,229,206,18%,Tier_2,28,18,Flipkart,No,No
2971,2971,EAAAAB-05557495,G3M4R1,21-11-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,349,338,18%,Tier_2,4,0,Complete,No,No
2972,2972,EAAAAB-05546878,G3M4R1,19-11-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,349,331,18%,Tier_2,6,0,Complete,No,No
2973,2973,EAAAAB-05034636,G3M4R1,21-10-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,449,389,18%,Tier_2,14,0,Complete,Yes,1st Wave
2974,2974,EAAAAB-04976785,G3M4R1,19-10-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,449,435,18%,Tier_2,15,0,Complete,Yes,1st Wave
2975,2975,EAAAAB-04773793,G3M4R1,16-10-2020 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,349,300,18%,Tier_2,15,0,Complete,No,1st Wave
2976,2976,EAAAAB-06343249,G3M4R1,25-03-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,349,349,18%,Tier_2,0,0,Complete,Yes,2nd Wave
2977,2977,FAGWKC2100000786,G3M4R1,26-03-2021 00:00,Andhra Pradesh,Nellore,Home Furnishing,Cushions & Pillows,4,1,2390,2150,12%,Tier_2,11,0,MY,Yes,2nd Wave
2978,2978,FABTL32100136798,G3M4R1,26-03-2021 00:00,Andhra Pradesh,Nellore,Home Improvement,Home Utilities and Organizers,4.1,1,1745,1570,12%,Tier_2,11,0,TNC,Yes,2nd Wave
2979,2979,EAAAAB-06526995,G3M4R1,05-05-2021 00:00,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.118336545,1,599,599,18%,Tier_2,0,0,Complete,Yes,2nd Wave
2980,2980,FADZ0V4348204101,G3M4R2,21-04-2015 00:00,Goa,South Goa,Computers,Computer Accessories,3.9,1,219,219,5%,Tier 3,0,0,DGB,No,No
2981,2981,FACZGV2000009642,G3M4R9,19-01-2020 00:00,Karnataka,Bengaluru,Books,Books,4.3,1,152,152,0%,Tier_1,0,0,To,No,No
2982,2982,FAD50P2100022266,G3M5R2,24-09-2020 00:00,Jammu,Jammu,Mobiles & Accessories,Mobile Accessories,4.118336545,1,143,129,18%,Tier_2,10,0,Flipkart,No,1st Wave
